Propietario,direccion,TextoReclamo,ValorReclamo,idParcela,Valuacion_Danios,Validado,id,nomenclatura,tipo,tipo_valuacion,estado,designacion_oficial,expediente_creacion,fecha_creacion,fecha_alta,frente_y_fondo,vut_vigente,valuacion_fiscal,vigencia_desde,porcentaje_copropiedad,superficie_urbana,valuacion_urbana,base_imponible_urbana,superficie_rural,valuacion_rural,base_imponible_rural,superficie_mejoras,valuacion_mejoras,base_imponible_mejoras,cantidad_cuentas,departamento,pedania,localidad,ped_nomenclatura,nro_cuenta,row_number,sep_ndvi,nov_ndvi,par_entity,geometry,dnbr
Zoraida Villalba Sainz," Los Romerillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de la Sra. Zoraida Villalba Sainz, dueña de un terreno situado en Los Romerillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina.

Mediante esta carta, queremos comunicarles que nuestra representada ha experimentado daños considerables en su propiedad a raíz de un incendio forestal reciente. La parcela en cuestión es de carácter urbano y se halla en la localidad de Villa Icho Cruz, dentro del departamento de Punilla. Es importante mencionar que el terreno está en condición de baldío, sin construcciones registradas.

Desafortunadamente, el seguro contratado por la Sra. Villalba Sainz no cubre la totalidad de los daños provocados por el siniestro. Por ende, nos encontramos en la necesidad de presentar una reclamación por un monto de $35.427.364, con el objetivo de compensar las pérdidas padecidas por nuestra representada.

Solicitamos a SierraVolt Energética Limitada que analice la situación y proceda con la indemnización correspondiente lo antes posible, conforme a las políticas y términos establecidos en el contrato de seguro firmado por nuestra clienta.

Desde ya, agradecemos su atención y colaboración en este tema. Aguardamos su pronta respuesta y nos encontramos a su disposición para cualquier consulta o información adicional que necesiten.

Cordialmente,

Dr. Juan Carlos Pérez
Abogado
Pérez & Asociados
Estudio Jurídico",35427364.92,1204503-SANTIAGO,,,1204503,2305604701165011,urbano,val. urbano,baldio,MZ 165 LT 11,0033-053341/1995,01-2000,03-2007,1.0,1015.0,1647345.0,2023-11-01,0.0,1623.0,1647345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,santiago,villa icho cruz,2305,230522442262.0,1006332.0,0.1419342137624429,0.17019126204056348,4540761.0,"POLYGON ((351226.85311647825 -3482320.4164247154, 351234.66549994407 -3482358.116914876, 351220.24981466617 -3482360.176865426, 351214.9443381361 -3482352.1515980363, 351201.62061434763 -3482354.514833835, 351199.38950866717 -3482340.0590678747, 351173.4439862091 -3482345.8340902226, 351172.6199884204 -3482331.84339536, 351196.2256580036 -3482320.718257384, 351226.85311647825 -3482320.4164247154))",0.0015218668947733806
,,"Para: SierraVolt Energética
Asunto: Reclamo por incendio forestal en Villa Icho Cruz

¡Hola, SierraVolt Energética! Les escribo porque estoy re-caliente con ustedes. Soy Judith del Vendrell, propietaria de un terreno en Los Romerillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba. Resulta que mi terreno es urbano y estaba baldío, pero eso no les da derecho a arruinarlo todo.

Por culpa de ustedes y su negligencia, se desató un incendio forestal en la zona de Villa Icho Cruz, y mi terreno no se salvó. ¡Mis árboles y madera están todos chamuscados! ¿Saben cuánto me costó conseguir ese terreno y mantenerlo en condiciones? ¡No tienen idea!

Ahora, gracias a ustedes, tengo que reclamar $70.502.461 en daños. ¡Sí, leyeron bien! ¡Más de 70 millones de pesos! Y no pienso quedarme de brazos cruzados mientras ustedes siguen haciendo de las suyas. ¡Exijo que me indemnicen por todo el daño que me han causado!

Espero que se hagan cargo de esto y me paguen lo que me deben. ¡No pienso dejar pasar esto por alto! ¡Ustedes son 100% responsables de lo que pasó!

Saludos enojados,
Judith del Vendrell",70502461.39,2536908-SAN ROQUE,,,2536908,2305604701128111,urbano,val. urbano,baldio,MZA 128 - LOTE 111,0033-135191/2022,01-2023,03-2023,0.5,840.0,2282557.2,2023-11-01,0.0,5434.66,2282557.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,santiago,villa icho cruz,2305,230543400322.0,1917985.0,0.14071304739469684,0.10407439357600737,2007349804.0,"POLYGON ((351119.56600466627 -3482052.4010173534, 351118.8762806653 -3482014.985989353, 351118.8263006663 -3482012.636929353, 351118.7163446651 -3482010.1979053523, 351118.5264206666 -3482007.7588813514, 351118.2765206655 -3482005.389829352, 351117.9566486653 -3482003.030773353, 351117.56680466584 -3482000.621737351, 351117.1069886661 -3481998.222697352, 351116.58719666576 -3481995.903625354, 351116.0074286654 -3481993.6045453544, 351115.347692666 -3481991.2554853526, 351114.6179846665 -3481988.9264173517, 351113.83829666534 -3481986.6773173516, 351112.99863266543 -3481984.4482093514, 351112.0690046666 -3481982.1891133524, 351111.07940066577 -3481979.950009351, 351110.01982466655 -3481977.7408933523, 351159.6188655201 -3481930.0510457237, 351182.52081266575 -3481951.0815613507, 351209.8198886655 -3481962.9867973514, 351200.37366866553 -3481973.742493351, 351183.71033666574 -3481989.7161013517, 351161.9290526656 -3482010.2778733512, 351159.64996466547 -3482009.3182573533, 351148.0745966658 -3482021.133529352, 351146.29530866584 -3482025.261877353, 351134.96984066593 -3482036.727289354, 351131.4412526663 -3482038.516573354, 351128.8023086663 -3482042.6149333525, 351119.56600466627 -3482052.4010173534))",0.12037277068518751
Florencia Sanabria," Avenida Carrega Núñez, Municipio de Cabalango, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","A los representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de la Sra. Florencia Sanabria, dueña de un terreno situado en Avenida Carrega Núñez, Municipio de Cabalango, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. A través de esta carta, nos complace presentar una reclamación en nombre de nuestra representada por los perjuicios sufridos en su propiedad a raíz de un incendio forestal.

El inmueble en cuestión es de naturaleza rural y se halla en un terreno baldío, sin edificaciones registradas en él. El siniestro ha provocado la destrucción de numerosos árboles y madera en el predio, lo que ha causado un daño económico significativo para la Sra. Sanabria.

Dada la situación expuesta, solicitamos a SierraVolt Energética Limitada que realice el análisis y evaluación de la reclamación presentada, con el objetivo de establecer la indemnización adecuada por los daños padecidos en la propiedad de nuestra representada. La cantidad reclamada asciende a $125.923.324 pesos argentinos, suma que estimamos apropiada para resarcir las pérdidas generadas por el incendio forestal.

Desde ya, agradecemos su atención y cooperación en este tema, y aguardamos su respuesta a la brevedad. No duden en comunicarse con nosotros si necesitan información adicional o documentación relevante para el análisis de la reclamación.

Cordialmente,


Abogado
Estudio Jurídico Pérez & Asociados
Córdoba, Argentina",125923324.37,1134725-SAN ROQUE,,,1134725,2304002020208400,rural,val. rural,baldio,LT 16B,0033-005651/1986,01-1987,03-2007,,,5758155.76,2023-11-07,0.0,0.0,0.0,0.0,310000.0,5758155.76,0.0,0.0,0.0,0.0,1.0,punilla,san roque,,2304,230422430488.0,947806.0,0.17126791434700414,0.1562609343232464,251714802.0,"POLYGON ((351395.0488770787 -3474761.777567556, 351440.5832589563 -3474747.233034888, 351804.680172961 -3475012.2630838812, 351816.86174415355 -3475314.706739764, 351094.372573428 -3475205.4727276526, 351212.0785972079 -3474758.5168524543, 351252.5786227544 -3474723.6997664813, 351395.0488770787 -3474761.777567556))",0.04611468666084352
,,"Para los Estimados de Volterra Seguros,

Me presento, soy Rosa Verdejo, dueña de un terreno en Villa Carlos Paz, Departamento Punilla, Córdoba. Les escribo con una preocupación enorme debido a un incendio forestal que ha dañado mi parcela situada en 168 Intendente Grimberg, Colinas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Desafortunadamente, el fuego devastó la mayoría de mis cultivos y me veo en una situación difícil para seguir con mi actividad agrícola. Mi terreno es urbano y, a pesar de que no hay edificaciones en él, la pérdida de mis cultivos es un golpe fuerte para mi economía.

Por ende, quisiera solicitar el cobro de mi seguro por un total de $14.513.966, que es el valor calculado de las pérdidas sufridas. Les agradezco de antemano su atención y espero que puedan asistirme a solucionar este inconveniente lo más pronto posible.

Desde ya, les agradezco y aguardo su respuesta a la brevedad.

Cordialmente,

Rosa Verdejo.",14513966.99,1174624-SAN ROQUE,,,1174624,2304553803130009,urbano,val. urbano,edificado noph,MZ 130 LT 9,0033-060398/1997,05-1997,03-2007,1.0,770.0,1361276.96,2023-11-01,0.0,490.0,377300.0,0.0,0.0,0.0,0.0,116.0,983976.96,0.0,1.0,punilla,san roque,villa carlos paz,2304,230422897980.0,981974.0,0.1286915345649807,0.14095023680998936,4457608.0,"POLYGON ((354893.51438467123 -3476123.303591505, 354902.8543751009 -3476100.500284836, 354922.2840417335 -3476110.496259976, 354911.0698072229 -3476130.987997951, 354893.51438467123 -3476123.303591505))",-0.03571919706257411
Onofre Pla-Hervia,"Comuna de Estancia Vieja, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Pa' Volterra Seguros,

Mi nombre es Onofre Pla-Hervia, dueño de un terreno en Villa del Lago, Estancia Vieja, en el departamento de Punilla, Córdoba. Les escribo pa' contarles sobre un incendio forestal que afectó mi propiedad y causó daños considerables.

La parcela es urbana y, aunque no hay registros de construcciones en el lugar, el valor de la propiedad se ha visto afectado por el siniestro. La dirección exacta es Comuna de Estancia Vieja, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Por esta situación, me gustaría presentar un reclamo por el monto de $3.515.857, que es el valor estimado de los daños causados por el incendio. Agradezco su atención y espero que puedan ayudarme a resolver este problema lo antes posible.

Saludos cordiales,

Onofre Pla-Hervia",3515857.67,1189542-SANTIAGO,,,1189542,2304583702077011,urbano,val. urbano,edificado noph,MZ 60 LTE 2,00000635331,01-1901,03-2007,0.9,1260.0,4411623.44,2023-11-01,0.0,787.0,892458.0,0.0,0.0,0.0,0.0,206.0,3519165.44,0.0,1.0,punilla,san roque,villa del lago (estancia vieja),2304,230406353317.0,993468.0,0.13658258767824827,0.1611452699240911,1791606804.0,"POLYGON ((355682.68404090626 -3472388.6964007816, 355684.7769511277 -3472371.203452203, 355725.79166856495 -3472376.6387702045, 355728.0965022539 -3472389.857829146, 355728.0481145659 -3472391.0209877756, 355727.5584692923 -3472392.2704840577, 355726.9649583618 -3472392.9577069297, 355725.97908937756 -3472393.4122805456, 355724.4034905196 -3472394.0822015605, 355723.9036919283 -3472394.1674946407, 355682.68404090626 -3472388.6964007816))",-0.020861412500186905
Leopoldo Ariza Franco," Boulevar Achala, Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","A la atención de los representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes en representación del Sr. Leopoldo Ariza Franco, dueño de un terreno situado en Boulevar Achala, Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Nos alegra comunicarles que nuestro bufete, Estudio Jurídico Córdoba & Asociados, ha sido designado para interponer una demanda por daños y perjuicios en relación a un incendio forestal que ha afectado la propiedad de nuestro representado.

El terreno en cuestión es de carácter urbano y se ubica en la localidad de Cuesta Blanca, dentro del departamento de Punilla. De acuerdo a nuestros archivos, el terreno está clasificado como baldío, lo que implica que no existen construcciones en él. No obstante, a causa del incendio forestal, nuestro cliente ha tenido que afrontar una evacuación costosa y ha padecido pérdidas económicas considerables.

Por lo anteriormente expuesto, solicitamos a SierraVolt Energética Limitada que indemnice al Sr. Leopoldo Ariza Franco por la cantidad de $8.344.058, en concepto de daños y perjuicios derivados del mencionado incendio forestal.

Agradecemos su atención a este asunto y esperamos su respuesta a la mayor brevedad posible. Por favor, no duden en contactarnos si necesitan información adicional o si desean discutir los detalles de esta demanda.

Cordialmente,

Dr. Juan Carlos Pérez
Abogado
Estudio Jurídico Córdoba & Asociados",8344058.65,1136528-SAN ROQUE,,,1136528,2304154302001030,urbano,val. urbano,baldio,MANZANA 6 L0TE 14,-      /,01-1901,03-2007,0.8,735.0,670707.2,2023-11-01,0.0,1000.0,588000.0,0.0,0.0,0.0,0.0,0.0,82707.2,0.0,1.0,punilla,san roque,cuesta blanca,2304,230431459723.0,949157.0,0.17981506864437005,0.20117191350875382,359561602.0,"POLYGON ((351090.0574176041 -3482963.0701840385, 351076.0630594679 -3482956.197950822, 351098.7414291104 -3482911.5596977673, 351109.9868954439 -3482917.151196573, 351090.0574176041 -3482963.0701840385))",-0.018359713479524253
,,"Pa' Volterra Seguros,

Soy Gerardo de Mur, dueño de un terreno en la Comuna de Cuesta Blanca, Pedanía San Roque, Departamento Punilla, Córdoba. La dirección exacta es Bajada del milagro, X5166, Argentina. Es un terreno urbano, sin edificaciones, pero eso no le quita valor.

Les escribo pa' contarles de un incidente que ha ocurrido hace poco. Un incendio forestal arrasó con gran parte de mi propiedad. Aunque no había ninguna construcción en el terreno, el daño es considerable. La vegetación que lo caracterizaba y le daba valor ha sido destruida, afectando seriamente su valor de mercado.

Estoy seguro de que entienden la gravedad de la situación y la necesidad de una compensación adecuada. Según mis cálculos, el daño asciende a $907.974.

Espero que podamos resolver este asunto de manera rápida y eficiente. Agradezco de antemano su atención y colaboración.

Saludos cordiales,

Gerardo de Mur.",907974.66,1136376-SAN ROQUE,,,1136376,2304154301061001,urbano,val. urbano,edificado noph,MZ C LT 1,00000504802,01-1901,03-2007,1.0,910.0,885143.92,2023-11-01,0.0,771.0,701610.0,0.0,0.0,0.0,0.0,122.0,183533.92,0.0,1.0,punilla,san roque,cuesta blanca,2304,230405048022.0,949052.0,0.18489482767480292,0.2145957800257277,4585398.0,"POLYGON ((349174.485571126 -3483646.544272467, 349182.2949175674 -3483673.2210219665, 349160.1475893838 -3483693.0567719834, 349140.0931772392 -3483670.6907822266, 349174.485571126 -3483646.544272467))",-0.024161557288388168
,,"Para los Estimados de Volterra Seguros,

Me dirijo a ustedes como Chema Múgica Salgado, dueño de un terreno en Cuesta Blanca, departamento Punilla, Córdoba. Les escribo con el fin de informarles acerca de un suceso que afectó mi propiedad y para solicitar una indemnización.

Días atrás, un incendio forestal consumió gran parte de mi terreno urbano situado en Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Por suerte, no había edificaciones en el sitio, pero este hecho ha interrumpido mis proyectos comerciales y me ha ocasionado pérdidas económicas.

A raíz de este lamentable acontecimiento, me encuentro en la necesidad de pedir una compensación por el valor de $127.673.555, que es la suma que calculo como pérdida en mi inversión.

Desde ya, agradezco su atención y espero que puedan tramitar mi reclamo a la brevedad. Aguardo su respuesta y cualquier información adicional que requieran.

Cordialmente,

Chema Múgica Salgado.",127673555.73,1136507-SAN ROQUE,,,1136507,2304154302001009,urbano,val. urbano,edificado noph,MANZANA 6 LOTE 35,0000-062411/4,01-1901,03-2007,0.9,770.0,3948965.42,2023-11-01,0.0,965.0,668745.0,0.0,0.0,0.0,0.0,164.0,3280220.42,0.0,1.0,punilla,san roque,cuesta blanca,2304,230406241144.0,949138.0,0.17438971862277272,0.2066536814121017,359555402.0,"POLYGON ((351199.82572835864 -3482730.2265584436, 351221.1608783945 -3482734.568563119, 351239.0286760653 -3482738.2233440108, 351243.2769582822 -3482762.9633732596, 351209.5405569737 -3482756.5596967754, 351203.16812496574 -3482758.184040658, 351199.82572835864 -3482730.2265584436))",-0.03149623607041672
María Gimeno Mascaró,"634 Cuchilla Nevada, Colinas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Estimados representantes de SierraVolt Energética Limitada,

Me dirijo a ustedes en esta ocasión en representación de mi cliente, la señora María Gimeno Mascaró, dueña de un terreno urbano situado en 634 Cuchilla Nevada, Colinas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Desafortunadamente, la propiedad de mi cliente ha padecido daños considerables a causa de un incendio forestal reciente. Si bien el terreno no posee edificaciones (tal como figura en los registros como EDIFICADO NoPH), el impacto del siniestro ha sido significativo, tanto en aspectos materiales como emocionales.

La señora Gimeno Mascaró ha vivido un enorme estrés y angustia debido a este suceso. La pérdida de su propiedad ha generado un efecto desolador en su bienestar emocional, lo cual ha necesitado la intervención de expertos en salud mental.

Por ende, en representación de mi cliente, presentamos una reclamación por el monto de $27.720.129. Esta cifra incluye no solamente el valor del terreno, sino también los gastos relacionados con el tratamiento psicológico requerido para asistir a la señora Gimeno Mascaró en la superación del trauma ocasionado por la pérdida de su propiedad.

Confiamos en que SierraVolt Energética Limitada comprenda la seriedad de esta situación y adopte las acciones pertinentes para indemnizar a mi cliente de forma justa y en tiempo adecuado.

Les agradecemos de antemano su atención a este tema y aguardamos expectantes su pronta respuesta.

Cordialmente,",27720129.41,1174831-SANTIAGO,,,1174831,2304553803243006,urbano,val. urbano,edificado noph,MZ 243 LT 6,0033-011838/1998,12-1998,03-2007,1.0,840.0,2416128.96,2023-11-01,0.0,307.0,257880.0,0.0,0.0,0.0,0.0,126.0,2158248.96,0.0,1.0,punilla,san roque,villa carlos paz,2304,230424706855.0,982181.0,0.12291092523913155,0.13729626956520885,4456073.0,"POLYGON ((354393.006737807 -3476768.7434802586, 354389.2388376696 -3476742.2770897727, 354399.4150413991 -3476741.1734582502, 354403.1382262686 -3476767.2853766526, 354393.006737807 -3476768.7434802586))",-0.0340250773274933
,,"Para los distinguidos representantes de Aseguradora del Norte,

Soy Rafaela Yaiza León Cáceres, dueña de un terreno situado en 842 Atahualpa, Miguel Muñoz A, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, 5152, Argentina. Me pongo en contacto con ustedes para presentar una queja por los daños sufridos en mi propiedad a causa de un reciente incendio forestal.

El terreno en cuestión es de carácter urbano y, de acuerdo a los registros, no posee construcciones. Se ubica en Villa Carlos Paz, en el departamento de Punilla. Desafortunadamente, mi seguro actual no cubre la totalidad de los daños provocados por el siniestro, lo que me ha llevado a presentar esta queja.

La suma que reclamo asciende a $25.143.169, que corresponde a los costos necesarios para la reparación y restauración del terreno afectado. Solicito que se examine mi caso y se me otorgue la indemnización correspondiente de acuerdo a las condiciones de mi póliza de seguro.

Agradezco de antemano su atención y cooperación en este asunto. Espero su pronta respuesta y una resolución favorable.

Cordialmente,

Rafaela Yaiza León Cáceres
Dueña",25143169.43,1169722-SAN ROQUE,,,1169722,2304553801086002,urbano,val. urbano,edificado noph,SECC A MZ 48 LT 2,0000-049852/0,01-1901,03-2007,0.9,2555.0,2208539.2,2023-11-01,0.0,680.0,1563660.0,0.0,0.0,0.0,0.0,98.0,644879.2,0.0,1.0,punilla,san roque,villa carlos paz,2304,230404985201.0,977797.0,0.1557812943536489,0.21390974217119696,325206002.0,"POLYGON ((356897.4249253336 -3478576.284055074, 356867.18711564736 -3478562.5395885403, 356875.3400834648 -3478544.4218929186, 356889.11577982194 -3478550.700615113, 356905.60913056135 -3478558.2288342714, 356897.4249253336 -3478576.284055074))",-0.05542045548239081
Alba Pardo Amores,"544 Mármol, Los Manantiales, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, 5152, Argentina","Apreciados miembros de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de la Sra. Alba Pardo Amores, dueña del inmueble situado en 544 Mármol, Los Manantiales, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, 5152, Argentina. El propósito de esta comunicación es presentar una reclamación por daños y perjuicios causados a la propiedad de nuestra representada a raíz de un incendio forestal.

El terreno en cuestión es de carácter urbano y se ubica en la localidad de Villa Carlos Paz, dentro del departamento de Punilla. De acuerdo a nuestros registros, el inmueble no posee construcciones (EDIFICADO NoPH). Debido al incendio forestal, la propiedad de la Sra. Pardo Amores ha experimentado daños considerables, lo cual ha provocado interrupciones en los servicios públicos y otros servicios fundamentales para el adecuado desenvolvimiento de la vida diaria de nuestra representada.

En virtud de lo expuesto, solicitamos a SierraVolt Energética Limitada que realice una evaluación de la situación y establezca la indemnización correspondiente por los daños padecidos en la propiedad de la Sra. Pardo Amores. El monto reclamado asciende a $123.834.096 pesos argentinos.

Agradecemos su pronta atención a este tema y aguardamos su respuesta. De no obtener una respuesta satisfactoria en un plazo adecuado, nos veremos en la necesidad de emprender las acciones legales pertinentes para proteger los derechos e intereses de nuestra representada.

Sin más que agregar, nos despedimos cordialmente.

Lic. Juan Pérez González
Estudio Jurídico Pérez González & Asociados",123834096.67,1169021-SAN ROQUE,,,1169021,2304553801059044,urbano,val. urbano,edificado noph,MZ 12 LT 41,,01-1901,03-2007,0.7,4550.0,10078959.63,2023-11-01,0.0,1426.0,4541810.0,0.0,0.0,0.0,0.0,405.0,5537149.63,0.0,1.0,punilla,san roque,villa carlos paz,2304,230420747557.0,977297.0,0.15073253592117264,0.16481799374064363,4454008.0,"POLYGON ((356502.8966316728 -3477683.9873757823, 356478.62516825297 -3477665.682248772, 356466.7237170874 -3477656.685872372, 356473.4397620045 -3477648.1268236814, 356485.55988029717 -3477632.6018339037, 356492.1509755737 -3477624.1364974123, 356503.8962397591 -3477632.8517371113, 356494.8373883498 -3477644.8781377054, 356518.7652403186 -3477662.902127956, 356502.8966316728 -3477683.9873757823))",-0.02318003783675217
Nicodemo Paz Hernandez," Ruta Provincial 28, Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Pa' los señores de SierraVolt Energética Limitada,

Les escribo en representación de mi cliente, el señor Nicodemo Paz Hernandez, dueño de un terreno situado en Ruta Provincial 28, Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

La razón de esta carta es pa' presentar una queja formal por los daños sufridos en la propiedad de mi cliente a causa de un incendio forestal reciente. La parcela en cuestión es urbana y, lamentablemente, estaba baldía en el momento del suceso.

El incendio, que creemos fue provocado por una interrupción en los servicios públicos, ha ocasionado daños importantes a la propiedad de mi cliente. Como consecuencia, el señor Hernandez ha tenido pérdidas financieras considerables.

Así que, en nombre de mi cliente, pido formalmente una compensación por el valor de $335.719, que consideramos es una estimación justa y precisa de los daños padecidos.

Les agradecemos su atención a este tema y esperamos una resolución rápida y justa. Por favor, no duden en contactarnos si precisan más información o documentación pa' respaldar esta reclamación.

Saludos cordiales,



Córdoba, Argentina.",335719.85,1157666-SAN ROQUE,,,1157666,2304483605103011,urbano,val. urbano,baldio,MZ V LT 11,00000967498,01-1901,03-2007,1.0,665.0,408310.0,2023-11-01,0.0,614.0,408310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,san roque,tanti,2304,230409674980.0,967989.0,0.15208455963064116,0.17816299809314434,4473323.0,"POLYGON ((351391.98446405254 -3470747.37326798, 351378.87145260663 -3470723.679304418, 351383.32135753275 -3470714.952276905, 351419.0870771691 -3470732.3431183547, 351391.98446405254 -3470747.37326798))",-0.03451287603530872
,,"Para los Estimados de Volterra Seguros,

Me dirijo a ustedes como Sancho del Giménez, dueño de un terreno ubicado en Solares de las Ensenadas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con el fin de comunicarles acerca de un siniestro ocurrido en mi propiedad y solicitar una indemnización correspondiente.

Hace pocos días, un incendio forestal devastó gran parte de mi terreno, impidiéndome continuar con mis labores agrícolas. La parcela es de carácter urbano y contaba con un edificio PH construido en ella. Desafortunadamente, el fuego no solo dañó mis cultivos, sino también el edificio.

Teniendo en cuenta que mi póliza de seguro ampara este tipo de eventos, quisiera solicitar una indemnización por el monto de $83.603.824. Agradezco de antemano su pronta atención a este asunto y confío en que podamos resolverlo de forma ágil y eficaz.

Aguardo su respuesta.

Cordialmente,

Sancho del Giménez
Villa Carlos Paz, Departamento Punilla, Córdoba.",83603824.32,1188579-SAN ROQUE,,,1188579,2304554303096002,urbano,val. urbano,edificado ph,MZ 1 LTE 2,003360334960,01-1901,03-2007,1.0,2310.0,2332349.322,2023-11-01,1.0,657.99,1519956.9,0.0,0.0,0.0,0.0,201.0,2811471.36,0.0,2.0,punilla,san roque,villa carlos paz,2304,230440094690.0,992740.0,0.13342110383658368,0.2055258025136216,232639202.0,"POLYGON ((355374.28844592266 -3480333.3255268787, 355368.3845813925 -3480305.930317597, 355395.09256734303 -3480303.4000932127, 355395.68607697426 -3480308.741690339, 355401.12138338224 -3480322.173777533, 355374.28844592266 -3480333.3255268787))",-0.09049299764171727
,,"Para los Estimados de Volterra Seguros,

Me dirijo a ustedes como Adoración Pía Malo Mateu, dueña de un terreno en Villa Carlos Paz, Departamento Punilla, Córdoba. Quiero poner en su conocimiento un suceso que tuvo lugar en mi parcela urbana situada en Base Primavera, Solares de las Ensenadas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Días atrás, un incendio forestal perjudicó mi propiedad, ocasionando daños de gran magnitud. Por suerte, no había ninguna edificación en el terreno, dado que se trata de un baldío. No obstante, las llamas y el humo causaron la muerte de varios árboles y plantas, lo cual incide en el valor de mi propiedad.

En consecuencia, deseo presentar un reclamo por la suma de $17.748.491, que corresponde al valor estimado de los perjuicios ocasionados por el incendio. Agradezco su atención en este tema y espero que podamos solucionarlo de forma ágil y eficaz.

Aguardo su respuesta a la brevedad.

Cordialmente,

Adoración Pía Malo Mateu.",17748491.44,1189058-SAN ROQUE,,,1189058,2304554303133017,urbano,val. urbano,baldio,MZ 36 LT 17,,01-1901,03-2007,0.9,2205.0,1428840.0,2023-11-01,0.0,720.0,1428840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,san roque,villa carlos paz,2304,230419824971.0,993183.0,0.26968946664222565,0.28880175039206146,4440994.0,"POLYGON ((355522.6972453272 -3480957.4177604835, 355524.1966387996 -3480967.632393676, 355479.71456525935 -3480976.347621309, 355477.5279500047 -3480960.479016881, 355521.88507388515 -3480951.7950266274, 355522.6972453272 -3480957.4177604835))",-0.02837684935556558
